Timestamp_ISO,Tiempo_Relativo_s,Etapa_Num,Etapa_Nombre,Error_T1_C,Error_T2_C,Error_T3_C,Error_T4_C,Error_Corriente_A,IAE_T1,IAE_T2,IAE_T3,IAE_T4,IAE_Corriente,Esfuerzo_u1_Pct,Esfuerzo_u2_Pct,Esfuerzo_u3_Pct,Esfuerzo_u4_Pct
2026-09-14T22:04:13,73.5,1,Limpieza Electrolítica (T1),24.4,24.4,0.5,2.3,0.0,1772.0,1770.8,690.5,780.0,0.0,100.0,100.0,26.0,54.0
2026-09-14T22:04:14,74.5,1,Limpieza Electrolítica (T1),24.0,24.1,0.5,2.5,0.0,1796.0,1794.9,691.0,782.5,0.0,100.0,100.0,27.0,57.0
2026-09-14T22:04:15,75.5,1,Limpieza Electrolítica (T1),23.8,23.6,0.3,2.2,0.0,1819.8,1818.5,691.3,784.7,0.0,100.0,100.0,24.0,53.0
2026-09-14T22:04:16,76.5,1,Limpieza Electrolítica (T1),23.4,23.4,0.5,2.2,0.0,1843.2,1841.9,691.8,786.9,0.0,100.0,100.0,27.0,53.0
2026-09-14T22:04:17,77.5,1,Limpieza Electrolítica (T1),23.3,23.2,0.5,2.3,0.0,1866.5,1865.1,692.3,789.3,0.0,100.0,100.0,27.0,54.0
2026-09-14T22:04:18,78.5,1,Limpieza Electrolítica (T1),22.9,22.8,0.5,2.3,0.0,1889.4,1887.9,692.8,791.6,0.0,100.0,100.0,27.0,55.0
2026-09-14T22:04:19,79.5,1,Limpieza Electrolítica (T1),22.6,22.7,0.3,2.2,0.0,1912.0,1910.6,693.1,793.8,0.0,100.0,100.0,24.0,52.0
2026-09-14T22:04:20,80.5,1,Limpieza Electrolítica (T1),22.4,22.2,0.4,2.2,0.0,1934.5,1932.9,693.5,796.0,0.0,100.0,100.0,26.0,52.0
2026-09-14T22:04:21,81.5,1,Limpieza Electrolítica (T1),22.2,22.1,0.3,2.1,0.0,1956.7,1955.0,693.8,798.1,0.0,100.0,100.0,24.0,51.0
2026-09-14T22:04:22,82.5,1,Limpieza Electrolítica (T1),21.8,21.8,0.4,2.0,0.0,1978.5,1976.8,694.2,800.1,0.0,100.0,100.0,25.0,50.0
2026-09-14T22:04:23,83.5,1,Limpieza Electrolítica (T1),21.4,21.3,0.3,2.3,0.0,1999.9,1998.1,694.5,802.4,0.0,100.0,100.0,24.0,53.0
2026-09-14T22:04:24,84.5,1,Limpieza Electrolítica (T1),21.2,21.1,0.5,2.1,0.0,2021.1,2019.2,695.0,804.5,0.0,100.0,100.0,27.0,51.0
2026-09-14T22:04:25,85.5,1,Limpieza Electrolítica (T1),21.0,20.9,0.4,2.2,0.0,2042.1,2040.1,695.4,806.7,0.0,100.0,100.0,25.0,52.0
2026-09-14T22:04:26,86.5,1,Limpieza Electrolítica (T1),20.6,20.6,0.2,2.0,0.0,2062.8,2060.8,695.6,808.7,0.0,100.0,100.0,23.0,49.0
2026-09-14T22:04:27,87.5,1,Limpieza Electrolítica (T1),20.3,20.3,0.3,2.1,0.0,2083.1,2081.1,695.9,810.8,0.0,100.0,100.0,24.0,51.0
2026-09-14T22:04:28,88.5,1,Limpieza Electrolítica (T1),20.2,20.3,0.3,2.1,0.0,2103.3,2101.4,696.2,812.9,0.0,100.0,100.0,24.0,51.0
2026-09-14T22:04:29,89.5,1,Limpieza Electrolítica (T1),19.8,19.9,0.4,2.1,0.0,2123.1,2121.3,696.6,815.0,0.0,100.0,100.0,26.0,51.0
2026-09-14T22:04:30,90.5,1,Limpieza Electrolítica (T1),19.8,19.7,0.2,1.9,0.0,2142.9,2141.0,696.8,816.9,0.0,100.0,100.0,22.0,48.0
2026-09-14T22:04:31,91.5,1,Limpieza Electrolítica (T1),19.5,19.4,0.2,1.9,0.0,2162.4,2160.4,697.0,818.8,0.0,100.0,100.0,23.0,48.0
2026-09-14T22:04:32,92.5,1,Limpieza Electrolítica (T1),19.1,19.3,0.3,1.9,0.0,2181.5,2179.7,697.3,820.7,0.0,100.0,100.0,24.0,48.0
2026-09-14T22:04:33,93.5,1,Limpieza Electrolítica (T1),18.9,18.8,0.4,1.8,0.0,2200.4,2198.5,697.7,822.5,0.0,100.0,100.0,25.0,46.0
2026-09-14T22:04:34,94.5,1,Limpieza Electrolítica (T1),18.8,18.7,0.2,1.7,0.0,2219.2,2217.2,697.9,824.2,0.0,100.0,100.0,23.0,46.0
2026-09-14T22:04:35,95.5,1,Limpieza Electrolítica (T1),18.3,18.5,0.3,1.8,0.0,2237.5,2235.7,698.2,826.0,0.0,100.0,100.0,24.0,46.0
2026-09-14T22:04:36,96.5,1,Limpieza Electrolítica (T1),18.3,18.3,0.3,1.7,0.0,2255.8,2254.0,698.5,827.7,0.0,100.0,100.0,24.0,45.0
2026-09-14T22:04:37,97.5,1,Limpieza Electrolítica (T1),18.1,18.1,0.3,1.8,0.0,2274.0,2272.2,698.8,829.5,0.0,100.0,100.0,24.0,47.0
2026-09-14T22:04:38,98.5,1,Limpieza Electrolítica (T1),17.8,17.8,0.4,1.8,0.0,2291.8,2290.0,699.2,831.3,0.0,100.0,100.0,26.0,46.0
2026-09-14T22:04:39,99.5,1,Limpieza Electrolítica (T1),17.7,17.5,0.4,1.7,0.0,2309.5,2307.5,699.6,833.0,0.0,100.0,100.0,25.0,44.0
2026-09-14T22:04:40,100.5,1,Limpieza Electrolítica (T1),17.4,17.4,0.3,1.6,0.0,2326.9,2324.9,699.9,834.6,0.0,100.0,100.0,24.0,44.0
2026-09-14T22:04:41,101.5,1,Limpieza Electrolítica (T1),17.1,17.1,0.4,1.7,0.0,2344.0,2342.0,700.3,836.3,0.0,100.0,100.0,26.0,44.0
2026-09-14T22:04:42,102.5,1,Limpieza Electrolítica (T1),16.9,16.9,0.4,1.6,0.0,2360.9,2358.9,700.7,837.9,0.0,100.0,100.0,25.0,44.0
2026-09-14T22:04:43,103.5,1,Limpieza Electrolítica (T1),16.7,16.9,0.3,1.8,0.0,2377.6,2375.8,701.0,839.7,0.0,100.0,100.0,24.0,46.0
2026-09-14T22:04:44,104.5,1,Limpieza Electrolítica (T1),16.6,16.6,0.1,1.8,0.0,2394.2,2392.4,701.1,841.5,0.0,100.0,100.0,21.0,46.0
2026-09-14T22:04:45,105.5,1,Limpieza Electrolítica (T1),16.4,16.2,0.3,1.6,0.0,2410.6,2408.6,701.4,843.1,0.0,100.0,100.0,23.0,44.0
2026-09-14T22:04:46,106.5,1,Limpieza Electrolítica (T1),16.1,16.1,0.3,1.5,0.0,2426.7,2424.7,701.7,844.6,0.0,100.0,100.0,23.0,43.0
2026-09-14T22:04:47,107.5,1,Limpieza Electrolítica (T1),15.8,16.0,0.3,1.7,0.0,2442.5,2440.7,702.0,846.3,0.0,100.0,100.0,23.0,45.0
2026-09-14T22:04:48,108.5,1,Limpieza Electrolítica (T1),15.9,15.8,0.1,1.5,0.0,2458.4,2456.5,702.1,847.8,0.0,100.0,100.0,21.0,42.0
2026-09-14T22:04:49,109.5,1,Limpieza Electrolítica (T1),15.5,15.4,0.1,1.6,0.0,2473.9,2471.9,702.2,849.4,0.0,100.0,100.0,21.0,43.0
2026-09-14T22:04:50,110.5,1,Limpieza Electrolítica (T1),15.5,15.4,0.3,1.4,0.0,2489.4,2487.3,702.5,850.8,0.0,100.0,100.0,25.0,41.0
2026-09-14T22:04:51,111.5,1,Limpieza Electrolítica (T1),15.3,15.2,0.1,1.4,0.0,2504.8,2502.6,702.6,852.2,0.0,100.0,100.0,22.0,40.0
2026-09-14T22:04:52,112.5,1,Limpieza Electrolítica (T1),15.1,14.9,0.4,1.3,0.0,2519.9,2517.5,703.0,853.5,0.0,100.0,100.0,25.0,39.0
2026-09-14T22:04:53,113.5,1,Limpieza Electrolítica (T1),14.7,14.9,0.1,1.5,0.0,2534.6,2532.4,703.1,855.0,0.0,100.0,100.0,22.0,42.0
2026-09-14T22:04:54,114.5,1,Limpieza Electrolítica (T1),14.4,14.6,0.1,1.5,0.0,2549.0,2547.0,703.2,856.5,0.0,100.0,100.0,21.0,42.0
2026-09-14T22:04:55,115.5,1,Limpieza Electrolítica (T1),14.5,14.4,0.2,1.4,0.0,2563.5,2561.4,703.4,857.9,0.0,100.0,100.0,22.0,41.0
2026-09-14T22:04:56,116.5,1,Limpieza Electrolítica (T1),14.3,14.1,0.2,1.4,0.0,2577.8,2575.5,703.6,859.3,0.0,100.0,100.0,23.0,40.0
2026-09-14T22:04:57,117.5,1,Limpieza Electrolítica (T1),14.1,14.1,0.3,1.4,0.0,2591.9,2589.6,703.9,860.7,0.0,100.0,100.0,25.0,41.0
2026-09-14T22:04:58,118.5,1,Limpieza Electrolítica (T1),14.0,14.0,0.3,1.4,0.0,2605.9,2603.6,704.2,862.1,0.0,100.0,100.0,24.0,41.0
2026-09-14T22:04:59,119.5,1,Limpieza Electrolítica (T1),13.8,13.7,0.2,1.3,0.0,2619.7,2617.3,704.4,863.4,0.0,100.0,100.0,22.0,39.0
2026-09-14T22:05:00,120.5,1,Limpieza Electrolítica (T1),13.6,13.6,0.2,1.4,0.0,2633.3,2630.9,704.6,864.8,0.0,100.0,100.0,23.0,40.0
2026-09-14T22:05:01,121.5,1,Limpieza Electrolítica (T1),13.3,13.4,0.3,1.2,0.0,2646.6,2644.3,704.9,866.0,0.0,100.0,100.0,23.0,38.0
2026-09-14T22:05:02,122.5,1,Limpieza Electrolítica (T1),13.2,13.1,0.1,1.2,0.0,2659.8,2657.4,705.0,867.2,0.0,100.0,100.0,21.0,37.0
2026-09-14T22:05:03,123.5,1,Limpieza Electrolítica (T1),13.0,12.9,0.2,1.2,0.0,2672.8,2670.3,705.2,868.4,0.0,100.0,100.0,22.0,38.0
2026-09-14T22:05:04,124.5,1,Limpieza Electrolítica (T1),12.9,12.8,0.2,1.3,0.0,2685.7,2683.1,705.4,869.7,0.0,100.0,100.0,23.0,39.0
2026-09-14T22:05:05,125.5,1,Limpieza Electrolítica (T1),12.8,12.6,0.2,1.2,0.0,2698.5,2695.7,705.6,870.9,0.0,100.0,100.0,22.0,37.0
2026-09-14T22:05:06,126.5,1,Limpieza Electrolítica (T1),12.6,12.6,0.3,1.3,0.0,2711.2,2708.4,705.9,872.2,0.0,100.0,100.0,24.0,39.0
2026-09-14T22:05:07,127.5,1,Limpieza Electrolítica (T1),12.4,12.5,0.2,1.1,0.0,2723.6,2720.9,706.1,873.3,0.0,100.0,100.0,23.0,36.0
2026-09-14T22:05:08,128.5,1,Limpieza Electrolítica (T1),12.1,12.2,0.3,1.2,0.0,2735.7,2733.1,706.4,874.5,0.0,100.0,100.0,24.0,38.0
2026-09-14T22:05:09,129.5,1,Limpieza Electrolítica (T1),12.2,12.2,0.1,1.2,0.0,2747.9,2745.3,706.5,875.7,0.0,100.0,100.0,22.0,38.0
2026-09-14T22:05:10,130.5,1,Limpieza Electrolítica (T1),11.9,12.0,0.1,1.1,0.0,2759.8,2757.3,706.6,876.8,0.0,100.0,100.0,20.0,36.0
2026-09-14T22:05:11,131.5,1,Limpieza Electrolítica (T1),11.9,11.8,0.1,1.1,0.0,2771.7,2769.1,706.7,877.9,0.0,100.0,100.0,21.0,36.0
2026-09-14T22:05:12,132.5,1,Limpieza Electrolítica (T1),11.6,11.6,0.3,1.1,0.0,2783.3,2780.7,707.0,879.0,0.0,100.0,100.0,24.0,37.0
2026-09-14T22:05:13,133.5,1,Limpieza Electrolítica (T1),11.6,11.4,0.3,1.1,0.0,2794.9,2792.1,707.3,880.1,0.0,100.0,100.0,24.0,36.0
2026-09-14T22:05:14,134.5,1,Limpieza Electrolítica (T1),11.5,11.4,0.1,1.2,0.0,2806.4,2803.5,707.4,881.3,0.0,100.0,100.0,21.0,37.0
2026-09-14T22:05:15,135.5,1,Limpieza Electrolítica (T1),11.1,11.3,0.2,1.1,0.0,2817.5,2814.8,707.6,882.4,0.0,100.0,100.0,23.0,36.0
2026-09-14T22:05:16,136.5,1,Limpieza Electrolítica (T1),11.2,11.1,0.3,1.2,0.0,2828.7,2825.9,707.9,883.6,0.0,100.0,100.0,23.0,37.0
2026-09-14T22:05:17,137.5,1,Limpieza Electrolítica (T1),11.1,10.9,0.2,1.1,0.0,2839.8,2836.8,708.1,884.7,0.0,100.0,100.0,22.0,36.0
2026-09-14T22:05:18,138.5,1,Limpieza Electrolítica (T1),10.9,10.7,0.1,1.1,0.0,2850.7,2847.5,708.2,885.8,0.0,100.0,100.0,21.0,36.0
2026-09-14T22:05:19,139.5,1,Limpieza Electrolítica (T1),10.6,10.8,0.2,1.0,0.0,2861.3,2858.3,708.4,886.8,0.0,100.0,100.0,22.0,35.0
2026-09-14T22:05:20,140.5,1,Limpieza Electrolítica (T1),10.6,10.5,0.1,1.0,0.0,2871.9,2868.8,708.5,887.8,0.0,100.0,100.0,21.0,34.0
2026-09-14T22:05:21,141.5,1,Limpieza Electrolítica (T1),10.5,10.3,0.2,1.0,0.0,2882.4,2879.1,708.7,888.8,0.0,100.0,100.0,23.0,35.0
2026-09-14T22:05:22,142.5,1,Limpieza Electrolítica (T1),10.3,10.2,0.3,1.0,0.0,2892.7,2889.3,709.0,889.8,0.0,100.0,100.0,24.0,35.0
2026-09-14T22:05:23,143.5,1,Limpieza Electrolítica (T1),10.1,10.1,0.2,1.0,0.0,2902.8,2899.4,709.2,890.8,0.0,100.0,100.0,22.0,35.0
2026-09-14T22:05:24,144.5,1,Limpieza Electrolítica (T1),10.1,10.1,0.3,1.1,0.0,2912.9,2909.5,709.5,891.9,0.0,100.0,100.0,24.0,36.0
2026-09-14T22:05:25,145.5,1,Limpieza Electrolítica (T1),9.9,10.0,0.3,1.1,0.0,2922.8,2919.5,709.8,893.0,0.0,100.0,100.0,24.0,36.0
2026-09-14T22:05:26,146.5,1,Limpieza Electrolítica (T1),9.8,9.7,0.1,1.0,0.0,2932.6,2929.2,709.9,894.0,0.0,100.0,100.0,20.0,34.0
2026-09-14T22:05:27,147.5,1,Limpieza Electrolítica (T1),9.7,9.5,0.3,0.9,0.0,2942.4,2938.7,710.2,894.9,0.0,100.0,100.0,24.0,33.0
2026-09-14T22:05:28,148.5,1,Limpieza Electrolítica (T1),9.5,9.5,0.1,0.9,0.0,2951.9,2948.3,710.3,895.8,0.0,100.0,100.0,21.0,32.0
2026-09-14T22:05:29,149.5,1,Limpieza Electrolítica (T1),9.5,9.5,0.2,1.0,0.0,2961.4,2957.8,710.5,896.8,0.0,100.0,100.0,22.0,34.0
2026-09-14T22:05:30,150.5,1,Limpieza Electrolítica (T1),9.2,9.3,0.1,0.8,0.0,2970.6,2967.1,710.6,897.6,0.0,100.0,100.0,21.0,32.0
2026-09-14T22:05:31,151.5,1,Limpieza Electrolítica (T1),9.1,9.3,0.2,0.9,0.0,2979.7,2976.4,710.8,898.5,0.0,100.0,100.0,22.0,33.0
2026-09-14T22:05:32,152.6,1,Limpieza Electrolítica (T1),9.2,9.1,0.1,0.8,0.0,2988.9,2985.5,710.9,899.3,0.0,100.0,100.0,21.0,32.0
2026-09-14T22:05:33,153.6,1,Limpieza Electrolítica (T1),9.0,9.1,0.1,0.8,0.0,2997.9,2994.6,711.0,900.1,0.0,100.0,100.0,22.0,32.0
2026-09-14T22:05:34,154.6,1,Limpieza Electrolítica (T1),9.0,8.7,0.2,0.9,0.0,3006.9,3003.3,711.2,901.0,0.0,100.0,100.0,22.0,33.0
2026-09-14T22:05:35,155.6,1,Limpieza Electrolítica (T1),8.7,8.8,0.3,0.9,0.0,3015.6,3012.1,711.5,901.9,0.0,100.0,100.0,24.0,33.0
2026-09-14T22:05:36,156.6,1,Limpieza Electrolítica (T1),8.5,8.6,0.2,0.9,0.0,3024.1,3020.7,711.7,902.8,0.0,100.0,100.0,22.0,33.0
2026-09-14T22:05:37,157.6,1,Limpieza Electrolítica (T1),8.4,8.5,0.0,0.8,0.0,3032.5,3029.2,711.7,903.6,0.0,100.0,100.0,20.0,32.0
2026-09-14T22:05:38,158.6,1,Limpieza Electrolítica (T1),8.4,8.4,0.0,0.9,0.0,3040.9,3037.6,711.7,904.5,0.0,100.0,100.0,19.0,33.0
2026-09-14T22:05:39,159.6,1,Limpieza Electrolítica (T1),8.4,8.4,0.0,0.7,0.0,3049.3,3046.0,711.7,905.2,0.0,100.0,100.0,20.0,30.0
2026-09-14T22:05:40,160.6,1,Limpieza Electrolítica (T1),8.3,8.3,0.1,0.9,0.0,3057.6,3054.3,711.8,906.1,0.0,100.0,100.0,21.0,33.0
2026-09-14T22:05:41,161.6,1,Limpieza Electrolítica (T1),8.2,8.2,0.2,0.8,0.0,3065.8,3062.5,712.0,906.9,0.0,100.0,100.0,23.0,32.0
2026-09-14T22:05:42,162.6,1,Limpieza Electrolítica (T1),7.9,8.1,0.2,0.8,0.0,3073.7,3070.6,712.2,907.7,0.0,100.0,100.0,22.0,32.0
2026-09-14T22:05:43,163.6,1,Limpieza Electrolítica (T1),8.0,7.9,0.1,0.9,0.0,3081.7,3078.5,712.3,908.6,0.0,100.0,100.0,21.0,33.0
2026-09-14T22:05:44,164.6,1,Limpieza Electrolítica (T1),7.9,7.7,0.1,0.6,0.0,3089.6,3086.2,712.4,909.2,0.0,100.0,100.0,21.0,29.0
2026-09-14T22:05:45,165.6,1,Limpieza Electrolítica (T1),7.8,7.6,0.1,0.7,0.0,3097.4,3093.8,712.5,909.9,0.0,100.0,100.0,21.0,30.0
2026-09-14T22:05:46,166.6,1,Limpieza Electrolítica (T1),7.5,7.6,0.1,0.8,0.0,3104.9,3101.4,712.6,910.7,0.0,100.0,100.0,21.0,32.0
2026-09-14T22:05:47,167.6,1,Limpieza Electrolítica (T1),7.4,7.6,0.0,0.7,0.0,3112.3,3109.0,712.6,911.4,0.0,100.0,100.0,19.0,31.0
2026-09-14T22:05:48,168.6,1,Limpieza Electrolítica (T1),7.3,7.5,0.1,0.6,0.0,3119.6,3116.5,712.7,912.0,0.0,100.0,100.0,21.0,29.0
2026-09-14T22:05:49,169.6,1,Limpieza Electrolítica (T1),7.4,7.2,0.1,0.8,0.0,3127.0,3123.7,712.8,912.8,0.0,100.0,100.0,22.0,32.0
2026-09-14T22:05:50,170.6,1,Limpieza Electrolítica (T1),7.4,7.2,0.2,0.7,0.0,3134.4,3130.9,713.0,913.5,0.0,100.0,100.0,22.0,30.0
2026-09-14T22:05:51,171.6,1,Limpieza Electrolítica (T1),7.1,7.1,0.2,0.6,0.0,3141.5,3138.0,713.2,914.1,0.0,100.0,100.0,22.0,28.0
2026-09-14T22:05:52,172.6,1,Limpieza Electrolítica (T1),7.2,7.0,0.2,0.7,0.0,3148.7,3145.0,713.4,914.8,0.0,100.0,100.0,22.0,30.0
2026-09-14T22:05:53,173.6,1,Limpieza Electrolítica (T1),7.1,7.0,0.2,0.6,0.0,3155.8,3152.0,713.6,915.4,0.0,100.0,100.0,23.0,29.0
2026-09-14T22:05:54,174.6,1,Limpieza Electrolítica (T1),6.8,6.8,0.1,0.6,0.0,3162.6,3158.8,713.7,916.0,0.0,100.0,100.0,22.0,28.0
2026-09-14T22:05:55,175.6,1,Limpieza Electrolítica (T1),6.8,6.7,0.1,0.7,0.0,3169.5,3165.5,713.8,916.7,0.0,100.0,100.0,21.0,30.0
2026-09-14T22:05:56,176.6,1,Limpieza Electrolítica (T1),6.6,6.8,0.0,0.6,0.0,3176.1,3172.4,713.8,917.3,0.0,100.0,100.0,20.0,29.0
2026-09-14T22:05:57,177.6,1,Limpieza Electrolítica (T1),6.6,6.6,0.0,0.6,0.0,3182.7,3179.0,713.8,917.9,0.0,100.0,100.0,20.0,28.0
